"","year","uni","set","theme","item","question","pos","rate"
"295","2017","birmingham","rg","community","theme_sum","Learning community",76.3,0.903361344537815
"296","2017","birmingham","rg","learnopp","theme_sum","Learning opportunities",76.3,1.33823529411765
"297","2017","birmingham","rg","resource","theme_sum","Learning resources",80.9,1.54621848739496
"298","2017","birmingham","rg","assessment","fair","Marking and assessment has been fair",64.7,0.266806722689076
"299","2017","birmingham","rg","teaching","challenge","My course has challenged me to achieve my best work",79,0.508403361344538
"300","2017","birmingham","rg","learnopp","apply","My course has provided me with opportunities to apply what I have learnt",65.1,0.294117647058824
"301","2017","birmingham","rg","learnopp","diff_topics","My course has provided me with opportunities to bring information and ideas together from different topics",83.2,0.523109243697479
"302","2017","birmingham","rg","learnopp","depth","My course has provided me with opportunities to explore ideas or concepts in depth",80.7,0.521008403361345
"303","2017","birmingham","rg","management","theme_sum","Organisation and management",82.9,1.5546218487395
"304","2017","birmingham","rg","overall","satisfied","Overall satisfaction",88.2,0.550420168067227
"305","2017","birmingham","rg","teaching","explain","Staff are good at explaining things",95.4,0.546218487394958
"306","2017","birmingham","rg","teaching","interest","Staff have made the subject interesting",85.7,0.487394957983193
"307","2017","birmingham","rg","voice","valued","Staff value students’ views and opinions about the course",78.1,0.474789915966387
"308","2017","birmingham","rg","voice","theme_sum","Student Voice",80.5,1.55672268907563
"309","2017","birmingham","rg","teaching","stimulating","The course is intellectually stimulating",85.3,0.605042016806723
"310","2017","birmingham","rg","management","organised","The course is well organised and running smoothly",73.1,0.392857142857143
"311","2017","birmingham","rg","assessment","clear","The criteria used in marking have been clear in advance",68.5,0.336134453781513
"312","2017","birmingham","rg","resource","IT","The IT resources and facilities provided have supported my learning well",79.8,0.491596638655462
"313","2017","birmingham","rg","resource","library","The library resources (e.g. books, online services and learning spaces) have supported my learning well",75.2,0.464285714285714
"314","2017","birmingham","rg","teaching","theme_sum","The teaching on my course",86.3,2.14705882352941
"315","2017","birmingham","rg","management","timetable","The timetable works efficiently for me",88.7,0.615546218487395
"316","2017","exeter","rg","acad_support","theme_sum","Academic support",75.4,1.27329192546584
"317","2017","exeter","rg","management","comms","Any changes in the course or teaching have been communicated effectively",77.1,0.450310559006211
"318","2017","exeter","rg","assess_feed","theme_sum","Assessment and feedback",70,1.36335403726708
"319","2017","exeter","rg","assessment","timely","Feedback on my work has been timely",77.1,0.447204968944099
"320","2017","exeter","rg","academic","choices","Good advice was available when I needed to make study choices on my course",71.5,0.366459627329193
"321","2017","exeter","rg","community","staffstudent","I feel part of a community of staff and students",70,0.391304347826087
"322","2017","exeter","rg","resource","access","I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",89.2,0.611801242236025
"323","2017","exeter","rg","academic","contact","I have been able to contact staff when I needed to",85,0.562111801242236
"324","2017","exeter","rg","voice","opportunity","I have had the right opportunities to provide feedback on my course",89.7,0.636645962732919
"325","2017","exeter","rg","community","studentwork","I have had the right opportunities to work with other students as part of my course",86.5,0.562111801242236
"326","2017","exeter","rg","academic","support","I have received helpful comments on my work",70,0.326086956521739
"327","2017","exeter","rg","assessment","helpful","I have received helpful comments on my work",63.8,0.332298136645963
"328","2017","exeter","rg","academic","choices","I have received sufficient advice and guidance in relation to my course",69.9,0.34472049689441
"329","2017","exeter","rg","voice","acted_upon","It is clear how students’ feedback on the course has been acted on",55.8,0.232919254658385
"330","2017","exeter","rg","community","theme_sum","Learning community",78,0.959627329192547
"331","2017","exeter","rg","learnopp","theme_sum","Learning opportunities",75.3,1.31366459627329
"332","2017","exeter","rg","resource","theme_sum","Learning resources",86.9,1.80434782608696
"333","2017","exeter","rg","assessment","fair","Marking and assessment has been fair",67,0.273291925465839
"334","2017","exeter","rg","teaching","challenge","My course has challenged me to achieve my best work",70.9,0.425465838509317
"335","2017","exeter","rg","learnopp","apply","My course has provided me with opportunities to apply what I have learnt",67.5,0.366459627329193
"336","2017","exeter","rg","learnopp","diff_topics","My course has provided me with opportunities to bring information and ideas together from different topics",77.8,0.475155279503106
"337","2017","exeter","rg","learnopp","depth","My course has provided me with opportunities to explore ideas or concepts in depth",80.5,0.462732919254658
"338","2017","exeter","rg","management","theme_sum","Organisation and management",78.6,1.3416149068323
"339","2017","exeter","rg","overall","satisfied","Overall satisfaction",83.5,0.518633540372671
"340","2017","exeter","rg","teaching","explain","Staff are good at explaining things",93.5,0.512422360248447
"341","2017","exeter","rg","teaching","interest","Staff have made the subject interesting",83.8,0.5
"342","2017","exeter","rg","voice","valued","Staff value students’ views and opinions about the course",73.9,0.41304347826087
"343","2017","exeter","rg","voice","theme_sum","Student Voice",73.1,1.28260869565217
"344","2017","exeter","rg","teaching","stimulating","The course is intellectually stimulating",86.3,0.549689440993789
"345","2017","exeter","rg","management","organised","The course is well organised and running smoothly",73.5,0.37888198757764
"346","2017","exeter","rg","assessment","clear","The criteria used in marking have been clear in advance",66.1,0.304347826086957
"347","2017","exeter","rg","resource","IT","The IT resources and facilities provided have supported my learning well",87,0.608695652173913
"348","2017","exeter","rg","resource","library","The library resources (e.g. books, online services and learning spaces) have supported my learning well",84.5,0.580745341614907
"349","2017","exeter","rg","teaching","theme_sum","The teaching on my course",83.6,1.99689440993789
"350","2017","exeter","rg","management","timetable","The timetable works efficiently for me",85.2,0.503105590062112
"351","2017","southampton","rg","acad_support","theme_sum","Academic support",76.5,1.14619883040936
"352","2017","southampton","rg","management","comms","Any changes in the course or teaching have been communicated effectively",73.7,0.339181286549708
"353","2017","southampton","rg","assess_feed","theme_sum","Assessment and feedback",68.5,1.17251461988304
"354","2017","southampton","rg","assessment","timely","Feedback on my work has been timely",70.1,0.33625730994152
"355","2017","southampton","rg","academic","choices","Good advice was available when I needed to make study choices on my course",64.6,0.280701754385965
"356","2017","southampton","rg","community","staffstudent","I feel part of a community of staff and students",58.7,0.213450292397661
